brand_name,vendor,query,serp_source,captured,validation,pos,url,title,domain,host,kinds,emd,brand_hit
CelluFend,KoalaAdvertising,CelluFend review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.affinityreviews.com/products/personal-care/cellufend-review-why-thousands-are-calling-this-a-breakthrough-in-blood-sugar-diabetes-support,Cellufend Reviews [2026] &mdash; Real Customer Experiences,affinityreviews.com,www.affinityreviews.com,SMALL_SITE,,1.0
Fast Brain Booster,pegrom,Fast Brain Booster review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.supplementmag.com/fast-brain-booster-review/,Fast Brain Booster Review 2026: What Experts &amp; Users Think,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
Fast Brain Booster,pegrom,Fast Brain Booster review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://bestsupplements.best/reviews/fast-brain-booster/,"Fast Brain Booster Review (2025): Ingredients, Evidence ...",bestsupplements.best,bestsupplements.best,SMALL_SITE,,1.0
Fast Brain Booster,pegrom,Fast Brain Booster review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.dailyhealthsupplement.com/fast-brain-booster-review/,Videos,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,0.0
Fast Brain Booster,pegrom,Fast Brain Booster review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.healthwebmagazine.com/fast-brain-booster-review,Fast Brain Booster Review 2026 : Real Focus or Real Risk,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,1.0
Fast Brain Booster,pegrom,Fast Brain Booster review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.consumerhealthdigest.com/brain-enhancement-supplements/fast-brain-booster-review.html,Fast Brain Booster Review: Is It Worth the Hype?,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
Fast Brain Booster,pegrom,Fast Brain Booster review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://thecountyreview.com/fast-brain-booster-review/,Fast Brain Booster Review: Will It Improve Concentration?,thecountyreview.com,thecountyreview.com,SMALL_SITE,,1.0
Fast Brain Booster,pegrom,Fast Brain Booster review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.onereviewusa.com/post/fast-brain-booster-review-8,Fast Brain Booster Review [2026]: Unlock Your Mind&rsquo;s Hidden ...,onereviewusa.com,www.onereviewusa.com,SMALL_SITE,,1.0
Nail Refresh,premvitality,Nail Refresh review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.supplementmag.com/nail-refresh-reviews/,Nail Refresh Reviews 2026: Scam or Legit? Hidden Truth Alert,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
Nail Refresh,premvitality,Nail Refresh review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://inmybowl.com/nail-refresh-reviews/,Videos,inmybowl.com,inmybowl.com,SMALL_SITE,,0.0
Nail Refresh,premvitality,Nail Refresh review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://nutrafitlab.wordpress.com/2026/08/20/nailrefresh-review/,Nail Refresh Reviews 2026 | Is It Worth Trying? Expert Analysis,wordpress.com,nutrafitlab.wordpress.com,SMALL_SITE,,1.0
Nail Refresh,premvitality,Nail Refresh review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.dailyhealthsupplement.com/nail-refresh-reviews/,"Nail Refresh Review: Ingredients, Benefits, How It Works ...",dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
Nail Refresh,premvitality,Nail Refresh review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.consumerhealthdigest.com/nail-care-reviews/nail-refresh.html,Nail Refresh Reviews 2026: Scam or Legit?,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
Nail Refresh,premvitality,Nail Refresh review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://nail-refresh.co/nail-refresh-reviews,Nail Refresh Review: Does It Stop Nail Infections?,nail-refresh.co,nail-refresh.co,EMD_ROOT,EMD_ROOT,1.0
Nail Refresh,premvitality,Nail Refresh review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://nailrefresh.blog/,"Nail Refresh Reviews | 2,341+ Verified Customer Reviews",nailrefresh.blog,nailrefresh.blog,EMD_ROOT,EMD_ROOT,1.0
AppaNail,appanail,AppaNail review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.supplementmag.com/appanail-review/,AppaNail Review 2026: Is It the Real Deal or a Total Scam?,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
AppaNail,appanail,AppaNail review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.dailyhealthsupplement.com/appanail-review/,AppaNail Review 2026 | Powerful Nail Growth Results Exposed,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
AppaNail,appanail,AppaNail review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://appanail.mediprimes.com/,AppaNail &ndash; Advanced Nail &amp; Foot Health Formula | Official Site,mediprimes.com,appanail.mediprimes.com,EMD_SUBDOMAIN,EMD_SUBDOMAIN,1.0
AppaNail,appanail,AppaNail review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://appanail.supps.best/,Videos,supps.best,appanail.supps.best,EMD_SUBDOMAIN,EMD_SUBDOMAIN,0.0
AppaNail,appanail,AppaNail review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://honesthealthriviews.com/appanail-review-nail-health-supplement/,"Appanail Review (2026): Ingredients, Side Effects &amp; Warning",honesthealthriviews.com,honesthealthriviews.com,SMALL_SITE,,1.0
AppaNail,appanail,AppaNail review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://thecountyreview.com/appanail-reviews-2026/,AppaNail Review (2026): Does It Really Work?,thecountyreview.com,thecountyreview.com,SMALL_SITE,,1.0
AppaNail,appanail,AppaNail review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://supplementguide.net/appanail-review/,"AppaNail Reviews 2026: The Honest, Real Solution That Finally ...",supplementguide.net,supplementguide.net,SMALL_SITE,,1.0
VigoSurge,vigosurge,VigoSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://honestsupplementguide.com/men-health/vigosurge-review.html,Vigosurge Review (2026): Should You Try It? Our Complete Review,honestsupplementguide.com,honestsupplementguide.com,SMALL_SITE,,1.0
VigoSurge,vigosurge,VigoSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://mediclime.com/supplement-comparisons/sexual-health,Videos,mediclime.com,mediclime.com,SMALL_SITE,,0.0
VigoSurge,vigosurge,VigoSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.accessnewswire.com/newsroom/en/consumer-and-retail-products/vigosurge-reviews-14-in-1-herbal-supplement-backed-by-science-for-mens-1099602,Sexual Wellness Supplement Comparison - Supplements,accessnewswire.com,www.accessnewswire.com,SMALL_SITE,,0.0
VigoSurge,vigosurge,VigoSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.trustpilot.com/review/vigourgagem.com,VigoSurge Reviews: 14-in-1 Herbal Supplement Backed by ...,trustpilot.com,www.trustpilot.com,REVIEW_AGGREGATOR,,1.0
VigoSurge,vigosurge,VigoSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://review2u.com/vigosurgereview/,vigourgagem.com Reviews | Read Customer Service Reviews of ...,review2u.com,review2u.com,SMALL_SITE,,0.0
VigoSurge,vigosurge,VigoSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://fullphysicalexam.com/vigosurge-supplement-reviews/,vigosurgereview &ndash; review2u.com,fullphysicalexam.com,fullphysicalexam.com,SMALL_SITE,,1.0
VigoSurge,vigosurge,VigoSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://thehealthmags.com/vigosurge-reviews/,VigoSurge Supplement Reviews: Honest Customer Experiences ...,thehealthmags.com,thehealthmags.com,SMALL_SITE,,1.0
Ultimate OFF-GRID Generator,infiniteensys,Ultimate OFF-GRID Generator review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://energyprepared.com/ultimate-off-grid-generator-review,"Ultimate Off-Grid Generator Review (2026): Pros, Cons ...",energyprepared.com,energyprepared.com,SMALL_SITE,,1.0
Ultimate OFF-GRID Generator,infiniteensys,Ultimate OFF-GRID Generator review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://hereviews.com/ultimate-off-grid-generator-reviews-your-complete-2025-buying-guide/,Videos,hereviews.com,hereviews.com,SMALL_SITE,,0.0
Ultimate OFF-GRID Generator,infiniteensys,Ultimate OFF-GRID Generator review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://101generator.com/ultimate-off-grid-generator-reviews/,Ultimate OFF-GRID Generator Reviews: Your Complete 2026 ...,101generator.com,101generator.com,SMALL_SITE,,1.0
Ultimate OFF-GRID Generator,infiniteensys,Ultimate OFF-GRID Generator review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://therealrealreviews.com/the-ultimate-off-grid-generator-review-scam-does-it-work/,Ultimate Off Grid Generator Reviews &ndash; 101 Generator,therealrealreviews.com,therealrealreviews.com,SMALL_SITE,,1.0
Ultimate OFF-GRID Generator,infiniteensys,Ultimate OFF-GRID Generator review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://therealrealreviews.com/ultimate-off-grid-generator-review-by-michael-morgan/,The Ultimate Off-Grid Generator Review: Scam? Does it work?,therealrealreviews.com,therealrealreviews.com,SMALL_SITE,,1.0
Ultimate OFF-GRID Generator,infiniteensys,Ultimate OFF-GRID Generator review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://behealthynh.com/ultimate-off-grid-generator-reviews/,Ultimate Off Grid Generator Review: By Michael Morgan,behealthynh.com,behealthynh.com,SMALL_SITE,,1.0
Ultimate OFF-GRID Generator,infiniteensys,Ultimate OFF-GRID Generator review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://alternative-science.org/ultimate-off-grid-generator-review/,Ultimate Off Grid Generator Reviews 2026: try Blueprints Pdf,alternative-science.org,alternative-science.org,SMALL_SITE,,1.0
Blood Pressure 911,Phytage,Blood Pressure 911 review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.consumerhealthdigest.com/blood-pressure-supplements/blood-pressure-911-review.html,Blood Pressure 911 Review: Blood Pressure Support That Works,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
Blood Pressure 911,Phytage,Blood Pressure 911 review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.supplementmag.com/blood-pressure-911-review/,BLOOD PRESSURE 911 Review 2026: What Experts &amp; Users Think,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
Blood Pressure 911,Phytage,Blood Pressure 911 review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://modernmedicinela.com/blood-pressure-911-review/,Videos,modernmedicinela.com,modernmedicinela.com,SMALL_SITE,,0.0
Blood Pressure 911,Phytage,Blood Pressure 911 review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.healthwebmagazine.com/blood-pressure-911-review,Blood Pressure 911 Reviews - Is It Really Effective?,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,1.0
Blood Pressure 911,Phytage,Blood Pressure 911 review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.dailyhealthsupplement.com/blood-pressure-911-review/,Blood Pressure 911 Review - Is It Worth The Money?,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
Blood Pressure 911,Phytage,Blood Pressure 911 review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://www.wellnessdigest.com/blood-pressure/blood-pressure-911-review,"Blood Pressure 911 Review {Scam}: Side Effects, Does It Work?",wellnessdigest.com,www.wellnessdigest.com,SMALL_SITE,,1.0
Blood Pressure 911,Phytage,Blood Pressure 911 review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.healthinsiders.com/blood-pressure-911-review,Blood Pressure 911 Review &ndash; Natural Solution for Hypertension,healthinsiders.com,www.healthinsiders.com,SMALL_SITE,,1.0
