record_id,product_name,product_type,price_usd,price_raw,price_note,commission_type,commission_pct,commission_flat_usd,commission_raw,net_earnings_per_sale_usd,earnings_per_cart_visitor,cart_conversion_pct,cancellation_rate_pct,vendor,online_since_raw,online_since_iso,product_age_days,payment_method,promotion_status,has_sales_page_link,has_affiliate_support_link,sales_page_url,affiliate_support_url,digistore24_product_url,description,category,derived_niche,source_page,parse_flags
792,The 24K Golden Rose,Deliverable,232.81,$232.81,exact,percent,60.00,UNKNOWN,60.00%,139.69,UNKNOWN,UNKNOWN,UNKNOWN,luxgoldenrose,11/15/23,2023-11-15,1013,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,8,
793,Empowered Parenting: Boosting School Engagement,Member area and video courses,380.22,$380.22,exact,percent,50.00,UNKNOWN,50.00%,190.11,UNKNOWN,UNKNOWN,UNKNOWN,+,12/20/23,2023-12-20,978,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,survival-preparedness,8,
794,Engaged parents raise thriving students!,Member area and video courses,204.73,$204.73,exact,percent,50.00,UNKNOWN,50.00%,102.37,UNKNOWN,UNKNOWN,UNKNOWN,+,12/21/23,2023-12-21,977,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,8,
795,Fast Lean Pro,Supplements - for slimming,184.84,$184.84,exact,percent,65.00,UNKNOWN,65.00%,120.15,UNKNOWN,UNKNOWN,UNKNOWN,FastLeanPro,9/26/23,2023-09-26,1063,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,8,
796,VigoSurge - Your Next Top ED Offer,Supplements - health,92.42,$92.42,exact,percent,65.00,UNKNOWN,65.00%,60.07,UNKNOWN,UNKNOWN,UNKNOWN,vigosurge,9/18/24,2024-09-18,705,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,8,
797,Promote Genesis Revival Now!,Supplements - health,161.45,$161.45,exact,percent,65.00,UNKNOWN,65.00%,104.94,UNKNOWN,UNKNOWN,UNKNOWN,zenmavibe,11/12/25,2025-11-12,285,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,8,
798,POWER-Learning-Kit German Grammar,E-books,43.40,$43.40,exact,percent,40.00,UNKNOWN,40.00%,17.36,UNKNOWN,UNKNOWN,UNKNOWN,easydaf,1/8/14,2014-01-08,4611,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,8,
799,Promote Pineal Guard Now!,Supplements - health,80.72,$80.72,exact,percent,60.00,UNKNOWN,60.00%,48.43,UNKNOWN,UNKNOWN,UNKNOWN,Nutraville,3/5/24,2024-03-05,902,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,8,
800,The Mindful Millionaire’s Toolkit,E-books,19.89,$19.89,exact,percent,60.00,UNKNOWN,60.00%,11.93,UNKNOWN,UNKNOWN,UNKNOWN,moneywithangie,2/18/25,2025-02-18,552,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,8,
801,ReviTag,Deliverable,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,ReviTag,3/6/25,2025-03-06,536,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
802,Overcoming Fear,E-books,5.85,$5.85,exact,percent,50.00,UNKNOWN,50.00%,2.92,UNKNOWN,UNKNOWN,UNKNOWN,Santttos,5/29/24,2024-05-29,817,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
803,Ultimate OFF-GRID Generator - Top Performer for 2023,E-books,57.33,$57.33,exact,percent,75.00,UNKNOWN,75.00%,42.99,UNKNOWN,UNKNOWN,UNKNOWN,infiniteensys,3/28/23,2023-03-28,1245,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,survival-preparedness,9,
804,How to Dream Intuitively (E-Book),E-books,11.00,$11.00,exact,flat,UNKNOWN,1.75,$1.75,1.75,UNKNOWN,UNKNOWN,UNKNOWN,BeHappyNow,3/4/23,2023-03-04,1269,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,COMMISSION_FLAT
805,PS1000 MetaBurst,Supplements - for slimming,343.95,$343.95,exact,percent,65.00,UNKNOWN,65.00%,223.57,UNKNOWN,UNKNOWN,UNKNOWN,championscience,4/18/24,2024-04-18,858,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,9,
806,"SLIN — Glucose Disposal ""Carbs into Muscle""",Supplements - for slimming,269.08,$269.08,exact,percent,50.00,UNKNOWN,50.00%,134.54,UNKNOWN,UNKNOWN,UNKNOWN,enhancedlabs,12/3/24,2024-12-03,629,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,9,
807,5-in- 1 MEGA PLR BESTSELLER: the Social Media Bundle+ BONUS,E-books,9.84,$9.84,exact,percent,50.00,UNKNOWN,50.00%,4.93,UNKNOWN,UNKNOWN,UNKNOWN,moneywithangie,2/11/25,2025-02-11,559,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
808,Reviva Glow,Supplements - health,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,RevivaGlow,10/2/24,2024-10-02,691,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
809,Slot Machine System,Downloads,113.48,$113.48,exact,percent,75.00,UNKNOWN,75.00%,85.11,UNKNOWN,UNKNOWN,UNKNOWN,SlotMachineSystem,4/7/20,2020-04-07,2330,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
810,Promind Complex no1 Brain Offer With $624 Cart Value,Supplements - health,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,promindc,8/24/21,2021-08-24,1826,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
811,Renew Ritual,Deliverable,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,RenewRitual,8/19/24,2024-08-19,735,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
812,SeroBurn,Supplements - for slimming,171.98,$171.98,exact,percent,65.00,UNKNOWN,65.00%,111.78,UNKNOWN,UNKNOWN,UNKNOWN,seroburn,12/16/24,2024-12-16,616,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,9,
813,Keto Breads,Deliverable,19.89,$19.89,exact,percent,75.00,UNKNOWN,75.00%,14.92,UNKNOWN,UNKNOWN,UNKNOWN,healinggourmet,8/24/23,2023-08-24,1096,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,9,
814,Digital Product Blueprint: Create Your First Digital Product,E-books,156.77,$156.77,exact,percent,75.00,UNKNOWN,75.00%,117.57,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/6/25,2025-10-06,322,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,9,
815,AeroSlim,Supplements - for slimming,343.95,$343.95,exact,percent,55.00,UNKNOWN,55.00%,189.17,UNKNOWN,UNKNOWN,UNKNOWN,AeroSlim,1/22/24,2024-01-22,945,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,9,
816,E.D. Elixir: The Natural Erectile Dysfunction Fix,Downloads,43.29,$43.29,exact,percent,75.00,UNKNOWN,75.00%,32.46,UNKNOWN,UNKNOWN,UNKNOWN,edelixir,4/27/20,2020-04-27,2310,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
817,CollaGenius - blend of mushrooms and collagen,Supplements - health,191.86,$191.86,exact,percent,50.00,UNKNOWN,50.00%,95.93,UNKNOWN,UNKNOWN,UNKNOWN,nootopia,11/1/22,2022-11-01,1392,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
818,"100,000+ Reels Templates for TikTok & Instagram",Downloads,35.10,$35.10,exact,percent,50.00,UNKNOWN,50.00%,17.55,UNKNOWN,UNKNOWN,UNKNOWN,enginucar,8/17/25,2025-08-17,372,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,survival-preparedness,9,
819,SPEED WEALTH - Earn Up Tp $944 Per Sale + Recurring,Member area and video courses,583.78,$583.78,exact,percent,50.00,UNKNOWN,50.00%,291.89,UNKNOWN,UNKNOWN,UNKNOWN,digitalbankroll,10/13/23,2023-10-13,1046,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,forex-crypto-trading,9,
820,Agent X,Software,555.70,$555.70,exact,percent,50.00,UNKNOWN,50.00%,277.85,UNKNOWN,UNKNOWN,UNKNOWN,remixable,11/29/23,2023-11-29,999,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,9,
821,How To Train Your Puppy,E-books,22.23,$22.23,exact,percent,75.00,UNKNOWN,75.00%,16.67,UNKNOWN,UNKNOWN,UNKNOWN,hygorfelix,3/17/22,2022-03-17,1621,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,pets,9,
822,AffiliateOne,Member area and video courses,19.81,$19.81,exact,percent,50.00,UNKNOWN,50.00%,9.91,UNKNOWN,UNKNOWN,UNKNOWN,breakoutindustries,5/20/22,2022-05-20,1557,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,9,
823,Lottery Whiz /US /English,Member area and video courses,443.39,$443.39,exact,percent,65.00,UNKNOWN,65.00%,288.20,UNKNOWN,UNKNOWN,UNKNOWN,lottowhiz,2/22/24,2024-02-22,914,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
824,Master AI in 30Days with This Plug-Play Productivity Toolkit,Downloads,35.09,$35.09,exact,percent,40.00,UNKNOWN,40.00%,14.04,UNKNOWN,UNKNOWN,UNKNOWN,El_patronship,6/22/25,2025-06-22,428,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,9,
825,Tesla Grounding,Deliverable,466.79,$466.79,exact,percent,60.00,UNKNOWN,60.00%,280.07,UNKNOWN,UNKNOWN,UNKNOWN,Tesla14,4/25/25,2025-04-25,486,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
826,Forensic System – Powerful Analysis Tool for PCs and Network,Software,32.43,$32.43,exact,percent,30.00,UNKNOWN,30.00%,9.73,UNKNOWN,UNKNOWN,UNKNOWN,engelmann-software,9/29/23,2023-09-29,1060,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,9,
827,Language of Desire,Member area and video courses,43.29,$43.29,exact,percent,75.00,UNKNOWN,75.00%,32.46,UNKNOWN,UNKNOWN,UNKNOWN,digitalromance,5/27/21,2021-05-27,1915,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
828,Home Learning Pack for ages 3-5 | RTL English Level 1,E-books,24.00,$24.00,exact,percent,75.00,UNKNOWN,75.00%,18.00,UNKNOWN,UNKNOWN,UNKNOWN,rtlenglish,5/30/25,2025-05-30,451,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
829,Computer Literacy for Seniors | 4% CVR | $44.50/Sale,Member area and video courses,104.12,$104.12,exact,percent,75.00,UNKNOWN,75.00%,78.09,UNKNOWN,UNKNOWN,UNKNOWN,MasterYourMachineIn90Days,10/17/25,2025-10-17,311,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
830,T20,Supplements - health,67.80,$67.80,exact,percent,70.00,UNKNOWN,70.00%,47.46,UNKNOWN,UNKNOWN,UNKNOWN,jaylabpro,1/24/24,2024-01-24,943,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
831,CelluHair,Deliverable,80.72,$80.72,exact,percent,50.00,UNKNOWN,50.00%,40.36,UNKNOWN,UNKNOWN,UNKNOWN,amashen,3/6/25,2025-03-06,536,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
832,Digital Declutter: Break Phone Addiction | 75% Commissions,E-books,107.63,$107.63,exact,percent,75.00,UNKNOWN,75.00%,80.72,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/5/25,2025-10-05,323,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
833,⚡Supply and Demand Indicator ⚡ Best Price Action Indicator ⚡,Member area and video courses,349.80,$349.80,exact,percent,30.00,UNKNOWN,30.00%,104.94,UNKNOWN,UNKNOWN,UNKNOWN,Ali16117,3/25/22,2022-03-25,1613,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
834,Bitcoin Breakthrough System,Member area and video courses,0.00,ca. $0.00,exact,percent,50.00,UNKNOWN,50.00%,70.02,UNKNOWN,UNKNOWN,UNKNOWN,crypto2021,2/10/21,2021-02-10,2021,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,forex-crypto-trading,9,
835,Photokit: AI-based Photo Editor,Software,81.88,$81.88,exact,percent,55.00,UNKNOWN,55.00%,45.03,UNKNOWN,UNKNOWN,UNKNOWN,photokit,8/23/22,2022-08-23,1462,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,9,
836,The SUPP UP. Complete Nutrition and Fitness Travel System,E-books,247.00,$247.00,exact,percent,55.00,UNKNOWN,55.00%,135.85,UNKNOWN,UNKNOWN,UNKNOWN,MBM007,7/29/20,2020-07-29,2217,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fitness,9,
837,The SUPP UP. No Bull Nutrition At Home Field Guide,E-books,75.00,$75.00,exact,percent,50.00,UNKNOWN,50.00%,37.50,UNKNOWN,UNKNOWN,UNKNOWN,MBM007,7/28/20,2020-07-28,2218,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
838,Forex STGFX Advanced Strategy For MetaTrader 4 Platform,Software,43.29,$43.29,exact,percent,60.00,UNKNOWN,60.00%,25.97,UNKNOWN,UNKNOWN,UNKNOWN,forexobroker,11/4/25,2025-11-04,293,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,forex-crypto-trading,9,
839,Audiobook: Challenge - Life - Explore - Give - Enjoy,Audio book (download),10.53,"ca. $ 10,53",exact,percent,40.00,UNKNOWN,40.00%,12.63,UNKNOWN,UNKNOWN,UNKNOWN,imarketingcode,4/27/25,2025-04-27,484,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
840,AlphaXtra Boost,Supplements - health,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,AlphaXtraBoost,8/16/24,2024-08-16,738,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
841,⚡ 70% COMM | Nervous System First Aid Kit |,E-books,19.99,$19.99,exact,percent,70.00,UNKNOWN,70.00%,13.99,UNKNOWN,UNKNOWN,UNKNOWN,DigitizedSolutions,1/26/26,2026-01-26,210,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
842,Promote MannaFlux Now!,Supplements - health,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,zenmavibe,10/23/24,2024-10-23,670,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
843,Linux exam preparation for CompTIA Linux+ and LPIC-1,Member area and video courses,103.23,$103.23,exact,percent,40.00,UNKNOWN,40.00%,41.30,UNKNOWN,UNKNOWN,UNKNOWN,bitsandbytes,5/4/24,2024-05-04,842,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
844,The Lotto Master Key,Member area and video courses,207.07,$207.07,exact,percent,65.00,UNKNOWN,65.00%,134.60,UNKNOWN,UNKNOWN,UNKNOWN,lottokey,9/24/25,2025-09-24,334,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
845,Profit Partners University - Affiliate Marketing Course,Member area and video courses,464.45,$464.45,exact,percent,50.00,UNKNOWN,50.00%,232.23,UNKNOWN,UNKNOWN,UNKNOWN,DenisTheMoneyMenace,1/20/25,2025-01-20,581,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,9,
846,The Millionaire Blueprint - Massive Black Friday Bundle,Downloads,58.38,$58.38,exact,percent,80.00,UNKNOWN,80.00%,46.70,UNKNOWN,UNKNOWN,UNKNOWN,Ethan_Kael,11/5/25,2025-11-05,292,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
847,Rank in ChatGPT – Earn $200+/Sale (75%),Software,347.46,$347.46,exact,percent,75.00,UNKNOWN,75.00%,260.60,UNKNOWN,UNKNOWN,UNKNOWN,Rafa1217,3/17/26,2026-03-17,160,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,9,
848,How to pass Norskprøven (A1-B2),Member area and video courses,115.82,$115.82,exact,percent,30.00,UNKNOWN,30.00%,34.75,UNKNOWN,UNKNOWN,UNKNOWN,Skapago,12/15/23,2023-12-15,983,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
849,The Pure Art of Serrada Escrima SerCuerdas English,Member area and video courses,58.00,$58.00,exact,percent,15.00,UNKNOWN,15.00%,8.70,UNKNOWN,UNKNOWN,UNKNOWN,Wu-TeAkademie,2/23/18,2018-02-23,3104,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
850,Instagram Mastery,E-books,8.19,$8.19,exact,percent,50.00,UNKNOWN,50.00%,4.09,UNKNOWN,UNKNOWN,UNKNOWN,diarat,12/6/20,2020-12-06,2087,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
851,100% RAW LOVE - the ultimate recipe collection,Downloads,23.36,$23.36,exact,percent,50.00,UNKNOWN,50.00%,11.69,UNKNOWN,UNKNOWN,UNKNOWN,Rohtopia,2/5/15,2015-02-05,4218,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
852,7X| Bundle Undiscovered Secrets of Coaching Business Success,E-books,5.84,"$5,84",exact,percent,67.00,UNKNOWN,67.00%,3.91,UNKNOWN,UNKNOWN,UNKNOWN,ykarabacak,11/4/23,2023-11-04,1024,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
853,Easy Keto Diet Pack - High Converting Keto Offer (UPDATED),E-books,11.69,$11.69,exact,percent,60.00,UNKNOWN,60.00%,7.01,UNKNOWN,UNKNOWN,UNKNOWN,health4woman,1/8/21,2021-01-08,2054,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,9,
854,Worksheets for German grammar,Downloads,29.52,$29.52,exact,percent,40.00,UNKNOWN,40.00%,11.80,UNKNOWN,UNKNOWN,UNKNOWN,easydaf,1/8/14,2014-01-08,4611,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
855,Lymphatic System Support,Supplements - health,265.33,$265.33,exact,percent,65.00,UNKNOWN,65.00%,172.47,UNKNOWN,UNKNOWN,UNKNOWN,SanoLabs,9/26/24,2024-09-26,697,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
856,Pinterest Mastery: Unlock the Secrets to Passive Income,E-books,17.55,$17.55,exact,percent,50.00,UNKNOWN,50.00%,8.77,UNKNOWN,UNKNOWN,UNKNOWN,moneywithangie,3/28/25,2025-03-28,514,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,9,
857,SecuPerts Rescue Stick – Your Digital Emergency Assistant,Software,29.48,$29.48,exact,percent,50.00,UNKNOWN,50.00%,14.74,UNKNOWN,UNKNOWN,UNKNOWN,engelmann-software,9/29/23,2023-09-29,1060,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,9,
858,DermaPrime Plus,Deliverable,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,dermaprime,10/14/22,2022-10-14,1410,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
859,Norwegian course (advanced) based on a story (Nils),Member area and video courses,291.31,$291.31,exact,percent,30.00,UNKNOWN,30.00%,87.39,UNKNOWN,UNKNOWN,UNKNOWN,Skapago,12/16/22,2022-12-16,1347,UNKNOWN,Request promotion,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
860,⚡️+90 Mega CV Resume Templates Bundle for Just $7⚡️,Downloads,8.19,$8.19,exact,percent,50.00,UNKNOWN,50.00%,4.09,UNKNOWN,UNKNOWN,UNKNOWN,devetopia,9/10/24,2024-09-10,713,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,survival-preparedness,9,
861,7 Figure Mastery,E-books,0.00,ca. $0.00,exact,percent,50.00,UNKNOWN,50.00%,87.71,UNKNOWN,UNKNOWN,UNKNOWN,masterycourses,2/13/21,2021-02-13,2018,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
862,GumAktiv,Supplements - health,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,GumAktiv,10/2/24,2024-10-02,691,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
863,Digital Wealth Academy: Top Trending Offer of 2025!,Member area and video courses,581.44,$581.44,exact,percent,50.00,UNKNOWN,50.00%,290.72,UNKNOWN,UNKNOWN,UNKNOWN,Qadeerbiz,11/18/24,2024-11-18,644,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,forex-crypto-trading,9,
864,Unlock Online Success With Freedom Affiliate Formula,Member area and video courses,78.38,$78.38,exact,percent,75.00,UNKNOWN,75.00%,58.79,UNKNOWN,UNKNOWN,UNKNOWN,commissionhero,6/26/25,2025-06-26,424,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,9,
865,German course for beginners based on a story: Jens and Jakob,Member area and video courses,291.31,$291.31,exact,percent,30.00,UNKNOWN,30.00%,87.39,UNKNOWN,UNKNOWN,UNKNOWN,Skapago,12/14/22,2022-12-14,1349,UNKNOWN,Request promotion,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
866,TikTok Marketing (english),E-books,11.69,$11.69,exact,percent,20.00,UNKNOWN,20.00%,2.34,UNKNOWN,UNKNOWN,UNKNOWN,Monoly24,6/22/20,2020-06-22,2254,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,
867,5000 mazes for kids,Downloads,58.48,$58.48,exact,flat,UNKNOWN,25.00,$25.00,29.25,UNKNOWN,UNKNOWN,UNKNOWN,hamdi4321,8/11/24,2024-08-11,743,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,9,COMMISSION_FLAT
868,Learning to Say No Without Guilt or Remorse,E-books,8.19,$8.19,exact,percent,50.00,UNKNOWN,50.00%,4.09,UNKNOWN,UNKNOWN,UNKNOWN,Santttos,5/21/24,2024-05-21,825,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,9,
869,Make Huge Profits with Gluco Guard!,Supplements - health,69.02,$69.02,exact,percent,75.00,UNKNOWN,75.00%,51.77,UNKNOWN,UNKNOWN,UNKNOWN,nutrateam,9/23/24,2024-09-23,700,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,9,
